Name,National Dex #,Primary Typing,Secondary Typing,Secondary Typing Flag,Generation,Legendary Status,Form,Alt Form Flag,Evolution Stage,Number of Evolution,Color ID,Catch Rate,Height (dm),Weight (hg),Height (in),Weight (lbs),Base Stat Total,Health,Attack,Defense,Special Attack,Special Defense,Speed
alomomola,594,water,,False,generation-v,False,Base,False,1,1,pink,75,12,316,47,70,470,165,75,80,40,45,65
joltik,595,bug,electric,True,generation-v,False,Base,False,1,2,yellow,190,1,6,4,1,319,50,47,50,57,50,65
galvantula,596,bug,electric,True,generation-v,False,Base,False,2,2,yellow,75,8,143,31,32,472,70,77,60,97,60,108
ferroseed,597,grass,steel,True,generation-v,False,Base,False,1,2,gray,255,6,188,24,41,305,44,50,91,24,86,10
ferrothorn,598,grass,steel,True,generation-v,False,Base,False,2,2,gray,90,10,1100,39,243,489,74,94,131,54,116,20
klink,599,steel,,False,generation-v,False,Base,False,1,3,gray,130,3,210,12,46,300,40,55,70,45,60,30
klang,600,steel,,False,generation-v,False,Base,False,2,3,gray,60,6,510,24,112,440,60,80,95,70,85,50
klinklang,601,steel,,False,generation-v,False,Base,False,3,3,gray,30,6,810,24,179,520,60,100,115,70,85,90
tynamo,602,electric,,False,generation-v,False,Base,False,1,3,white,190,2,3,8,1,275,35,55,40,45,40,60
eelektrik,603,electric,,False,generation-v,False,Base,False,2,3,blue,60,12,220,47,49,405,65,85,70,75,70,40
eelektross,604,electric,,False,generation-v,False,Base,False,3,3,blue,30,21,805,83,177,515,85,115,80,105,80,50
elgyem,605,psychic,,False,generation-v,False,Base,False,1,2,blue,255,5,90,20,20,335,55,55,55,85,55,30
beheeyem,606,psychic,,False,generation-v,False,Base,False,2,2,brown,90,10,345,39,76,485,75,75,75,125,95,40
litwick,607,ghost,fire,True,generation-v,False,Base,False,1,3,white,190,3,31,12,7,275,50,30,55,65,55,20
lampent,608,ghost,fire,True,generation-v,False,Base,False,2,3,black,90,6,130,24,29,370,60,40,60,95,60,55
chandelure,609,ghost,fire,True,generation-v,False,Base,False,3,3,black,45,10,343,39,76,520,60,55,90,145,90,80
axew,610,dragon,,False,generation-v,False,Base,False,1,3,green,75,6,180,24,40,320,46,87,60,30,40,57
fraxure,611,dragon,,False,generation-v,False,Base,False,2,3,green,60,10,360,39,79,410,66,117,70,40,50,67
haxorus,612,dragon,,False,generation-v,False,Base,False,3,3,yellow,45,18,1055,71,233,540,76,147,90,60,70,97
cubchoo,613,ice,,False,generation-v,False,Base,False,1,2,white,120,5,85,20,19,305,55,70,40,60,40,40
beartic,614,ice,,False,generation-v,False,Base,False,2,2,white,60,26,2600,102,573,505,95,130,80,70,80,50
cryogonal,615,ice,,False,generation-v,False,Base,False,1,1,blue,25,11,1480,43,326,515,80,50,50,95,135,105
shelmet,616,bug,,False,generation-v,False,Base,False,1,2,red,200,4,77,16,17,305,50,40,85,40,65,25
accelgor,617,bug,,False,generation-v,False,Base,False,2,2,red,75,8,253,31,56,495,80,70,40,100,60,145
stunfisk,618,ground,electric,True,generation-v,False,Base,False,1,1,brown,75,7,110,28,24,471,109,66,84,81,99,32
stunfisk-galar,618,ground,steel,True,generation-v,False,Galarian,True,1,1,brown,75,7,205,28,45,471,109,81,99,66,84,32
mienfoo,619,fighting,,False,generation-v,False,Base,False,1,2,yellow,180,9,200,35,44,350,45,85,50,55,50,65
mienshao,620,fighting,,False,generation-v,False,Base,False,2,2,purple,45,14,355,55,78,510,65,125,60,95,60,105
druddigon,621,dragon,,False,generation-v,False,Base,False,1,1,red,45,16,1390,63,306,485,77,120,90,60,90,48
golett,622,ground,ghost,True,generation-v,False,Base,False,1,2,green,190,10,920,39,203,303,59,74,50,35,50,35
golurk,623,ground,ghost,True,generation-v,False,Base,False,2,2,green,90,28,3300,110,728,483,89,124,80,55,80,55
pawniard,624,dark,steel,True,generation-v,False,Base,False,1,3,red,120,5,102,20,22,340,45,85,70,40,40,60
bisharp,625,dark,steel,True,generation-v,False,Base,False,2,3,red,45,16,700,63,154,490,65,125,100,60,70,70
bouffalant,626,normal,,False,generation-v,False,Base,False,1,1,brown,45,16,946,63,209,490,95,110,95,40,95,55
rufflet,627,normal,flying,True,generation-v,False,Base,False,1,2,white,190,5,105,20,23,350,70,83,50,37,50,60
braviary,628,normal,flying,True,generation-v,False,Base,False,2,2,red,60,15,410,59,90,510,100,123,75,57,75,80
braviary-hisui,628,psychic,flying,True,generation-v,False,Hisuian,True,2,2,red,60,17,434,67,96,510,110,83,70,112,70,65
vullaby,629,dark,flying,True,generation-v,False,Base,False,1,2,brown,190,5,90,20,20,370,70,55,75,45,65,60
mandibuzz,630,dark,flying,True,generation-v,False,Base,False,2,2,brown,60,12,395,47,87,510,110,65,105,55,95,80
heatmor,631,fire,,False,generation-v,False,Base,False,1,1,red,90,14,580,55,128,484,85,97,66,105,66,65
durant,632,bug,steel,True,generation-v,False,Base,False,1,1,gray,90,3,330,12,73,484,58,109,112,48,48,109
deino,633,dark,dragon,True,generation-v,False,Base,False,1,3,blue,45,8,173,31,38,300,52,65,50,45,50,38
zweilous,634,dark,dragon,True,generation-v,False,Base,False,2,3,blue,45,14,500,55,110,420,72,85,70,65,70,58
hydreigon,635,dark,dragon,True,generation-v,False,Base,False,3,3,blue,45,18,1600,71,353,600,92,105,90,125,90,98
larvesta,636,bug,fire,True,generation-v,False,Base,False,1,2,white,45,11,288,43,63,360,55,85,55,50,55,60
volcarona,637,bug,fire,True,generation-v,False,Base,False,2,2,white,15,16,460,63,101,550,85,60,65,135,105,100
cobalion,638,steel,fighting,True,generation-v,True,Base,False,1,1,blue,3,21,2500,83,551,580,91,90,129,90,72,108
terrakion,639,rock,fighting,True,generation-v,True,Base,False,1,1,gray,3,19,2600,75,573,580,91,129,90,72,90,108
virizion,640,grass,fighting,True,generation-v,True,Base,False,1,1,green,3,20,2000,79,441,580,91,90,72,90,129,108
tornadus-incarnate,641,flying,,False,generation-v,True,Base,False,1,1,green,3,15,630,59,139,580,79,115,70,125,80,111
thundurus-incarnate,642,electric,flying,True,generation-v,True,Base,False,1,1,blue,3,15,610,59,134,580,79,115,70,125,80,111
reshiram,643,dragon,fire,True,generation-v,True,Base,False,1,1,white,3,32,3300,126,728,680,100,120,100,150,120,90
zekrom,644,dragon,electric,True,generation-v,True,Base,False,1,1,black,3,29,3450,114,761,680,100,150,120,120,100,90
landorus-incarnate,645,ground,flying,True,generation-v,True,Base,False,1,1,brown,3,15,680,59,150,600,89,125,90,115,80,101
kyurem,646,dragon,ice,True,generation-v,True,Base,False,1,1,gray,3,30,3250,118,717,660,125,130,90,130,90,95
kyurem-black,646,dragon,ice,True,generation-v,True,Black,True,1,1,gray,3,33,3250,130,717,700,125,170,100,120,90,95
kyurem-white,646,dragon,ice,True,generation-v,True,White,True,1,1,gray,3,36,3250,142,717,700,125,120,90,170,100,95
keldeo-ordinary,647,water,fighting,True,generation-v,True,Base,False,1,1,yellow,3,14,485,55,107,580,91,72,90,129,90,108
meloetta-aria,648,normal,psychic,True,generation-v,True,Base,False,1,1,white,3,6,65,24,14,600,100,77,77,128,128,90
meloetta-pirouette,648,normal,fighting,True,generation-v,True,Pirouette,True,1,1,white,3,6,65,24,14,600,100,128,90,77,77,128
genesect,649,bug,steel,True,generation-v,True,Base,False,1,1,purple,3,15,825,59,182,600,71,120,95,120,95,99
chespin,650,grass,,False,generation-vi,False,Base,False,1,3,green,45,4,90,16,20,313,56,61,65,48,45,38
quilladin,651,grass,,False,generation-vi,False,Base,False,2,3,green,45,7,290,28,64,405,61,78,95,56,58,57
chesnaught,652,grass,fighting,True,generation-vi,False,Base,False,3,3,green,45,16,900,63,198,530,88,107,122,74,75,64
fennekin,653,fire,,False,generation-vi,False,Base,False,1,3,red,45,4,94,16,21,307,40,45,40,62,60,60
braixen,654,fire,,False,generation-vi,False,Base,False,2,3,red,45,10,145,39,32,409,59,59,58,90,70,73
delphox,655,fire,psychic,True,generation-vi,False,Base,False,3,3,red,45,15,390,59,86,534,75,69,72,114,100,104
froakie,656,water,,False,generation-vi,False,Base,False,1,3,blue,45,3,70,12,15,314,41,56,40,62,44,71
frogadier,657,water,,False,generation-vi,False,Base,False,2,3,blue,45,6,109,24,24,405,54,63,52,83,56,97
greninja,658,water,dark,True,generation-vi,False,Base,False,3,3,blue,45,15,400,59,88,530,72,95,67,103,71,122
greninja-ash,658,water,dark,True,generation-vi,False,Ash,True,3,3,blue,45,15,400,59,88,640,72,145,67,153,71,132
bunnelby,659,normal,,False,generation-vi,False,Base,False,1,2,brown,255,4,50,16,11,237,38,36,38,32,36,57
diggersby,660,normal,ground,True,generation-vi,False,Base,False,2,2,brown,127,10,424,39,93,423,85,56,77,50,77,78
fletchling,661,normal,flying,True,generation-vi,False,Base,False,1,3,red,255,3,17,12,4,278,45,50,43,40,38,62
fletchinder,662,fire,flying,True,generation-vi,False,Base,False,2,3,red,120,7,160,28,35,382,62,73,55,56,52,84
talonflame,663,fire,flying,True,generation-vi,False,Base,False,3,3,red,45,12,245,47,54,499,78,81,71,74,69,126
scatterbug,664,bug,,False,generation-vi,False,Base,False,1,3,black,255,3,25,12,6,200,38,35,40,27,25,35
spewpa,665,bug,,False,generation-vi,False,Base,False,2,3,black,120,3,84,12,19,213,45,22,60,27,30,29
vivillon,666,bug,flying,True,generation-vi,False,Base,False,3,3,white,45,12,170,47,37,411,80,52,50,90,50,89
litleo,667,fire,normal,True,generation-vi,False,Base,False,1,2,brown,220,6,135,24,30,369,62,50,58,73,54,72
pyroar,668,fire,normal,True,generation-vi,False,Base,False,2,2,brown,65,15,815,59,180,507,86,68,72,109,66,106
flabebe,669,fairy,,False,generation-vi,False,Base,False,1,3,white,225,1,1,4,0,303,44,38,39,61,79,42
floette,670,fairy,,False,generation-vi,False,Base,False,2,3,white,120,2,9,8,2,371,54,45,47,75,98,52
floette-eternal,670,fairy,,False,generation-vi,False,Eternal,True,2,3,white,120,2,9,8,2,551,74,65,67,125,128,92
florges,671,fairy,,False,generation-vi,False,Base,False,3,3,white,45,11,100,43,22,552,78,65,68,112,154,75
skiddo,672,grass,,False,generation-vi,False,Base,False,1,2,brown,200,9,310,35,68,350,66,65,48,62,57,52
gogoat,673,grass,,False,generation-vi,False,Base,False,2,2,brown,45,17,910,67,201,531,123,100,62,97,81,68
pancham,674,fighting,,False,generation-vi,False,Base,False,1,2,white,220,6,80,24,18,348,67,82,62,46,48,43
pangoro,675,fighting,dark,True,generation-vi,False,Base,False,2,2,white,65,21,1360,83,300,495,95,124,78,69,71,58
furfrou,676,normal,,False,generation-vi,False,Base,False,1,1,white,160,12,280,47,62,472,75,80,60,65,90,102
espurr,677,psychic,,False,generation-vi,False,Base,False,1,2,gray,190,3,35,12,8,355,62,48,54,63,60,68
meowstic-male,678,psychic,,False,generation-vi,False,Base,False,2,2,blue,75,6,85,24,19,466,74,48,76,83,81,104
honedge,679,steel,ghost,True,generation-vi,False,Base,False,1,3,brown,180,8,20,31,4,325,45,80,100,35,37,28
doublade,680,steel,ghost,True,generation-vi,False,Base,False,2,3,brown,90,8,45,31,10,448,59,110,150,45,49,35
aegislash-shield,681,steel,ghost,True,generation-vi,False,Base,False,3,3,brown,45,17,530,67,117,500,60,50,140,50,140,60
spritzee,682,fairy,,False,generation-vi,False,Base,False,1,2,pink,200,2,5,8,1,341,78,52,60,63,65,23
aromatisse,683,fairy,,False,generation-vi,False,Base,False,2,2,pink,140,8,155,31,34,462,101,72,72,99,89,29
swirlix,684,fairy,,False,generation-vi,False,Base,False,1,2,white,200,4,35,16,8,341,62,48,66,59,57,49
slurpuff,685,fairy,,False,generation-vi,False,Base,False,2,2,white,140,8,50,31,11,480,82,80,86,85,75,72
inkay,686,dark,psychic,True,generation-vi,False,Base,False,1,2,blue,190,4,35,16,8,288,53,54,53,37,46,45
malamar,687,dark,psychic,True,generation-vi,False,Base,False,2,2,blue,80,15,470,59,104,482,86,92,88,68,75,73
binacle,688,rock,water,True,generation-vi,False,Base,False,1,2,brown,120,5,310,20,68,306,42,52,67,39,56,50
barbaracle,689,rock,water,True,generation-vi,False,Base,False,2,2,brown,45,13,960,51,212,500,72,105,115,54,86,68
skrelp,690,poison,water,True,generation-vi,False,Base,False,1,2,brown,225,5,73,20,16,320,50,60,60,60,60,30
dragalge,691,poison,dragon,True,generation-vi,False,Base,False,2,2,brown,55,18,815,71,180,494,65,75,90,97,123,44
clauncher,692,water,,False,generation-vi,False,Base,False,1,2,blue,225,5,83,20,18,330,50,53,62,58,63,44
clawitzer,693,water,,False,generation-vi,False,Base,False,2,2,blue,55,13,353,51,78,500,71,73,88,120,89,59
helioptile,694,electric,normal,True,generation-vi,False,Base,False,1,2,yellow,190,5,60,20,13,289,44,38,33,61,43,70
heliolisk,695,electric,normal,True,generation-vi,False,Base,False,2,2,yellow,75,10,210,39,46,481,62,55,52,109,94,109
tyrunt,696,rock,dragon,True,generation-vi,False,Base,False,1,2,brown,45,8,260,31,57,362,58,89,77,45,45,48
tyrantrum,697,rock,dragon,True,generation-vi,False,Base,False,2,2,red,45,25,2700,98,595,521,82,121,119,69,59,71
amaura,698,rock,ice,True,generation-vi,False,Base,False,1,2,blue,45,13,252,51,56,362,77,59,50,67,63,46
aurorus,699,rock,ice,True,generation-vi,False,Base,False,2,2,blue,45,27,2250,106,496,521,123,77,72,99,92,58
sylveon,700,fairy,,False,generation-vi,False,Base,False,2,2,pink,45,10,235,39,52,525,95,65,65,110,130,60
hawlucha,701,fighting,flying,True,generation-vi,False,Base,False,1,1,green,100,8,215,31,47,500,78,92,75,74,63,118
dedenne,702,electric,fairy,True,generation-vi,False,Base,False,1,1,yellow,180,2,22,8,5,431,67,58,57,81,67,101
carbink,703,rock,fairy,True,generation-vi,False,Base,False,1,1,gray,60,3,57,12,13,500,50,50,150,50,150,50
goomy,704,dragon,,False,generation-vi,False,Base,False,1,3,purple,45,3,28,12,6,300,45,50,35,55,75,40
sliggoo,705,dragon,,False,generation-vi,False,Base,False,2,3,purple,45,8,175,31,39,452,68,75,53,83,113,60
sliggoo-hisui,705,steel,dragon,True,generation-vi,False,Hisuian,True,2,3,purple,45,7,685,28,151,452,58,75,83,83,113,40
goodra,706,dragon,,False,generation-vi,False,Base,False,3,3,purple,45,20,1505,79,332,600,90,100,70,110,150,80
goodra-hisui,706,steel,dragon,True,generation-vi,False,Hisuian,True,3,3,purple,45,17,3341,67,737,600,80,100,100,110,150,60
klefki,707,steel,fairy,True,generation-vi,False,Base,False,1,1,gray,75,2,30,8,7,470,57,80,91,80,87,75
phantump,708,ghost,grass,True,generation-vi,False,Base,False,1,2,brown,120,4,70,16,15,309,43,70,48,50,60,38
trevenant,709,ghost,grass,True,generation-vi,False,Base,False,2,2,brown,60,15,710,59,157,474,85,110,76,65,82,56
pumpkaboo-average,710,ghost,grass,True,generation-vi,False,Base,False,1,2,brown,120,4,50,16,11,335,49,66,70,44,55,51
gourgeist-average,711,ghost,grass,True,generation-vi,False,Base,False,2,2,brown,60,9,125,35,28,494,65,90,122,58,75,84
bergmite,712,ice,,False,generation-vi,False,Base,False,1,2,blue,190,10,995,39,219,304,55,69,85,32,35,28
avalugg,713,ice,,False,generation-vi,False,Base,False,2,2,blue,55,20,5050,79,1113,514,95,117,184,44,46,28
avalugg-hisui,713,ice,rock,True,generation-vi,False,Hisuian,True,2,2,blue,55,14,2624,55,578,514,95,127,184,34,36,38
noibat,714,flying,dragon,True,generation-vi,False,Base,False,1,2,purple,190,5,80,20,18,245,40,30,35,45,40,55
noivern,715,flying,dragon,True,generation-vi,False,Base,False,2,2,purple,45,15,850,59,187,535,85,70,80,97,80,123
xerneas,716,fairy,,False,generation-vi,True,Base,False,1,1,blue,45,30,2150,118,474,680,126,131,95,131,98,99
yveltal,717,dark,flying,True,generation-vi,True,Base,False,1,1,red,45,58,2030,228,448,680,126,131,95,131,98,99
zygarde-50,718,dragon,ground,True,generation-vi,True,Base,False,1,1,green,3,50,3050,197,672,600,108,100,121,81,95,95
zygarde-10-power-construct,718,dragon,ground,True,generation-vi,True,10-power-construct,True,1,1,green,3,12,335,47,74,486,54,100,71,61,85,115
zygarde-complete,718,dragon,ground,True,generation-vi,True,Complete,True,1,1,green,3,45,6100,177,1345,708,216,100,121,91,95,85
zygarde-10,718,dragon,ground,True,generation-vi,True,10,True,1,1,green,3,12,335,47,74,486,54,100,71,61,85,115
diancie,719,rock,fairy,True,generation-vi,True,Base,False,1,1,pink,3,7,88,28,19,600,50,100,150,100,150,50
diancie-mega,719,rock,fairy,True,generation-vi,True,Mega,True,1,1,pink,3,11,278,43,61,700,50,160,110,160,110,110
hoopa,720,psychic,ghost,True,generation-vi,True,Base,False,1,1,purple,3,5,90,20,20,600,80,110,60,150,130,70
hoopa-unbound,720,psychic,dark,True,generation-vi,True,Unbound,True,1,1,purple,3,65,4900,256,1080,680,80,160,60,170,130,80
volcanion,721,fire,water,True,generation-vi,True,Base,False,1,1,brown,3,17,1950,67,430,600,80,110,120,130,90,70
rowlet,722,grass,flying,True,generation-vii,False,Base,False,1,3,brown,45,3,15,12,3,320,68,55,55,50,50,42
dartrix,723,grass,flying,True,generation-vii,False,Base,False,2,3,brown,45,7,160,28,35,420,78,75,75,70,70,52
decidueye,724,grass,ghost,True,generation-vii,False,Base,False,3,3,brown,45,16,366,63,81,530,78,107,75,100,100,70
decidueye-hisui,724,grass,fighting,True,generation-vii,False,Hisuian,True,3,3,brown,45,16,370,63,82,530,88,112,80,95,95,60
litten,725,fire,,False,generation-vii,False,Base,False,1,3,red,45,4,43,16,9,320,45,65,40,60,40,70
torracat,726,fire,,False,generation-vii,False,Base,False,2,3,red,45,7,250,28,55,420,65,85,50,80,50,90
incineroar,727,fire,dark,True,generation-vii,False,Base,False,3,3,red,45,18,830,71,183,530,95,115,90,80,90,60
popplio,728,water,,False,generation-vii,False,Base,False,1,3,blue,45,4,75,16,17,320,50,54,54,66,56,40
brionne,729,water,,False,generation-vii,False,Base,False,2,3,blue,45,6,175,24,39,420,60,69,69,91,81,50
primarina,730,water,fairy,True,generation-vii,False,Base,False,3,3,blue,45,18,440,71,97,530,80,74,74,126,116,60
pikipek,731,normal,flying,True,generation-vii,False,Base,False,1,3,black,255,3,12,12,3,265,35,75,30,30,30,65
trumbeak,732,normal,flying,True,generation-vii,False,Base,False,2,3,black,120,6,148,24,33,355,55,85,50,40,50,75
toucannon,733,normal,flying,True,generation-vii,False,Base,False,3,3,black,45,11,260,43,57,485,80,120,75,75,75,60
yungoos,734,normal,,False,generation-vii,False,Base,False,1,2,brown,255,4,60,16,13,253,48,70,30,30,30,45
gumshoos,735,normal,,False,generation-vii,False,Base,False,2,2,brown,127,7,142,28,31,418,88,110,60,55,60,45
grubbin,736,bug,,False,generation-vii,False,Base,False,1,3,gray,255,4,44,16,10,300,47,62,45,55,45,46
charjabug,737,bug,electric,True,generation-vii,False,Base,False,2,3,green,120,5,105,20,23,400,57,82,95,55,75,36
vikavolt,738,bug,electric,True,generation-vii,False,Base,False,3,3,blue,45,15,450,59,99,500,77,70,90,145,75,43
crabrawler,739,fighting,,False,generation-vii,False,Base,False,1,2,purple,225,6,70,24,15,338,47,82,57,42,47,63
crabominable,740,fighting,ice,True,generation-vii,False,Base,False,2,2,white,60,17,1800,67,397,478,97,132,77,62,67,43
oricorio-baile,741,fire,flying,True,generation-vii,False,Base,False,1,1,red,45,6,34,24,7,476,75,70,70,98,70,93
oricorio-pom-pom,741,electric,flying,True,generation-vii,False,Pom-pom,True,1,1,red,45,6,34,24,7,476,75,70,70,98,70,93
oricorio-pau,741,psychic,flying,True,generation-vii,False,Pau,True,1,1,red,45,6,34,24,7,476,75,70,70,98,70,93
oricorio-sensu,741,ghost,flying,True,generation-vii,False,Sensu,True,1,1,red,45,6,34,24,7,476,75,70,70,98,70,93
cutiefly,742,bug,fairy,True,generation-vii,False,Base,False,1,2,yellow,190,1,2,4,0,304,40,45,40,55,40,84
ribombee,743,bug,fairy,True,generation-vii,False,Base,False,2,2,yellow,75,2,5,8,1,464,60,55,60,95,70,124
rockruff,744,rock,,False,generation-vii,False,Base,False,1,2,brown,190,5,92,20,20,280,45,65,40,30,40,60
lycanroc-midday,745,rock,,False,generation-vii,False,Base,False,2,2,brown,90,8,250,31,55,487,75,115,65,55,65,112
wishiwashi-solo,746,water,,False,generation-vii,False,Base,False,1,1,blue,60,2,3,8,1,175,45,20,20,25,25,40
wishiwashi-school,746,water,,False,generation-vii,False,School,True,1,1,blue,60,82,786,323,173,620,45,140,130,140,135,30
mareanie,747,poison,water,True,generation-vii,False,Base,False,1,2,blue,190,4,80,16,18,305,50,53,62,43,52,45
toxapex,748,poison,water,True,generation-vii,False,Base,False,2,2,blue,75,7,145,28,32,495,50,63,152,53,142,35
mudbray,749,ground,,False,generation-vii,False,Base,False,1,2,brown,190,10,1100,39,243,385,70,100,70,45,55,45
mudsdale,750,ground,,False,generation-vii,False,Base,False,2,2,brown,60,25,9200,98,2028,500,100,125,100,55,85,35
dewpider,751,water,bug,True,generation-vii,False,Base,False,1,2,green,200,3,40,12,9,269,38,40,52,40,72,27
araquanid,752,water,bug,True,generation-vii,False,Base,False,2,2,green,100,18,820,71,181,454,68,70,92,50,132,42
fomantis,753,grass,,False,generation-vii,False,Base,False,1,2,pink,190,3,15,12,3,250,40,55,35,50,35,35
lurantis,754,grass,,False,generation-vii,False,Base,False,2,2,pink,75,9,185,35,41,480,70,105,90,80,90,45
morelull,755,grass,fairy,True,generation-vii,False,Base,False,1,2,purple,190,2,15,8,3,285,40,35,55,65,75,15
shiinotic,756,grass,fairy,True,generation-vii,False,Base,False,2,2,purple,75,10,115,39,25,405,60,45,80,90,100,30
salandit,757,poison,fire,True,generation-vii,False,Base,False,1,2,black,120,6,48,24,11,320,48,44,40,71,40,77
salazzle,758,poison,fire,True,generation-vii,False,Base,False,2,2,black,45,12,222,47,49,480,68,64,60,111,60,117
stufful,759,normal,fighting,True,generation-vii,False,Base,False,1,2,pink,140,5,68,20,15,340,70,75,50,45,50,50
bewear,760,normal,fighting,True,generation-vii,False,Base,False,2,2,pink,70,21,1350,83,298,500,120,125,80,55,60,60
bounsweet,761,grass,,False,generation-vii,False,Base,False,1,3,purple,235,3,32,12,7,210,42,30,38,30,38,32
steenee,762,grass,,False,generation-vii,False,Base,False,2,3,purple,120,7,82,28,18,290,52,40,48,40,48,62
tsareena,763,grass,,False,generation-vii,False,Base,False,3,3,purple,45,12,214,47,47,510,72,120,98,50,98,72
comfey,764,fairy,,False,generation-vii,False,Base,False,1,1,green,60,1,3,4,1,485,51,52,90,82,110,100
oranguru,765,normal,psychic,True,generation-vii,False,Base,False,1,1,white,45,15,760,59,168,490,90,60,80,90,110,60
passimian,766,fighting,,False,generation-vii,False,Base,False,1,1,white,45,20,828,79,183,490,100,120,90,40,60,80
wimpod,767,bug,water,True,generation-vii,False,Base,False,1,2,gray,90,5,120,20,26,230,25,35,40,20,30,80
golisopod,768,bug,water,True,generation-vii,False,Base,False,2,2,gray,45,20,1080,79,238,530,75,125,140,60,90,40
sandygast,769,ghost,ground,True,generation-vii,False,Base,False,1,2,brown,140,5,700,20,154,320,55,55,80,70,45,15
palossand,770,ghost,ground,True,generation-vii,False,Base,False,2,2,brown,60,13,2500,51,551,480,85,75,110,100,75,35
pyukumuku,771,water,,False,generation-vii,False,Base,False,1,1,black,60,3,12,12,3,410,55,60,130,30,130,5
type-null,772,normal,,False,generation-vii,False,Base,False,1,2,gray,3,19,1205,75,266,534,95,95,95,95,95,59
silvally,773,normal,,False,generation-vii,True,Base,False,2,2,gray,3,23,1005,91,222,570,95,95,95,95,95,95
minior-red-meteor,774,rock,flying,True,generation-vii,False,Base,False,1,1,brown,30,3,400,12,88,440,60,60,100,60,100,60
minior-red,774,rock,flying,True,generation-vii,False,Red,True,1,1,brown,30,3,3,12,1,500,60,100,60,100,60,120
minior-orange,774,rock,flying,True,generation-vii,False,Orange,True,1,1,brown,30,3,3,12,1,500,60,100,60,100,60,120
minior-yellow,774,rock,flying,True,generation-vii,False,Yellow,True,1,1,brown,30,3,3,12,1,500,60,100,60,100,60,120
minior-green,774,rock,flying,True,generation-vii,False,Green,True,1,1,brown,30,3,3,12,1,500,60,100,60,100,60,120
minior-blue,774,rock,flying,True,generation-vii,False,Blue,True,1,1,brown,30,3,3,12,1,500,60,100,60,100,60,120
minior-indigo,774,rock,flying,True,generation-vii,False,Indigo,True,1,1,brown,30,3,3,12,1,500,60,100,60,100,60,120
minior-violet,774,rock,flying,True,generation-vii,False,Violet,True,1,1,brown,30,3,3,12,1,500,60,100,60,100,60,120
komala,775,normal,,False,generation-vii,False,Base,False,1,1,blue,45,4,199,16,44,480,65,115,65,75,95,65
turtonator,776,fire,dragon,True,generation-vii,False,Base,False,1,1,red,70,20,2120,79,467,485,60,78,135,91,85,36
togedemaru,777,electric,steel,True,generation-vii,False,Base,False,1,1,gray,180,3,33,12,7,435,65,98,63,40,73,96
mimikyu-disguised,778,ghost,fairy,True,generation-vii,False,Base,False,1,1,yellow,45,2,7,8,2,476,55,90,80,50,105,96
bruxish,779,water,psychic,True,generation-vii,False,Base,False,1,1,pink,80,9,190,35,42,475,68,105,70,70,70,92
drampa,780,normal,dragon,True,generation-vii,False,Base,False,1,1,white,70,30,1850,118,408,485,78,60,85,135,91,36
dhelmise,781,ghost,grass,True,generation-vii,False,Base,False,1,1,green,25,39,2100,154,463,517,70,131,100,86,90,40
jangmo-o,782,dragon,,False,generation-vii,False,Base,False,1,3,gray,45,6,297,24,65,300,45,55,65,45,45,45
hakamo-o,783,dragon,fighting,True,generation-vii,False,Base,False,2,3,gray,45,12,470,47,104,420,55,75,90,65,70,65
kommo-o,784,dragon,fighting,True,generation-vii,False,Base,False,3,3,gray,45,16,782,63,172,600,75,110,125,100,105,85
tapu-koko,785,electric,fairy,True,generation-vii,True,Base,False,1,1,yellow,3,18,205,71,45,570,70,115,85,95,75,130
tapu-lele,786,psychic,fairy,True,generation-vii,True,Base,False,1,1,pink,3,12,186,47,41,570,70,85,75,130,115,95
tapu-bulu,787,grass,fairy,True,generation-vii,True,Base,False,1,1,red,3,19,455,75,100,570,70,130,115,85,95,75
tapu-fini,788,water,fairy,True,generation-vii,True,Base,False,1,1,purple,3,13,212,51,47,570,70,75,115,95,130,85
cosmog,789,psychic,,False,generation-vii,True,Base,False,1,3,blue,45,2,1,8,0,200,43,29,31,29,31,37
cosmoem,790,psychic,,False,generation-vii,True,Base,False,2,3,blue,45,1,9999,4,2204,400,43,29,131,29,131,37
solgaleo,791,psychic,steel,True,generation-vii,True,Base,False,3,3,white,45,34,2300,134,507,680,137,137,107,113,89,97
lunala,792,psychic,ghost,True,generation-vii,True,Base,False,3,3,purple,45,40,1200,157,265,680,137,113,89,137,107,97
nihilego,793,rock,poison,True,generation-vii,True,Base,False,1,1,white,45,12,555,47,122,570,109,53,47,127,131,103
buzzwole,794,bug,fighting,True,generation-vii,True,Base,False,1,1,red,45,24,3336,94,735,570,107,139,139,53,53,79
pheromosa,795,bug,fighting,True,generation-vii,True,Base,False,1,1,white,45,18,250,71,55,570,71,137,37,137,37,151
xurkitree,796,electric,,False,generation-vii,True,Base,False,1,1,black,45,38,1000,150,220,570,83,89,71,173,71,83
celesteela,797,steel,flying,True,generation-vii,True,Base,False,1,1,green,45,92,9999,362,2204,570,97,101,103,107,101,61
kartana,798,grass,steel,True,generation-vii,True,Base,False,1,1,white,45,3,1,12,0,570,59,181,131,59,31,109
guzzlord,799,dark,dragon,True,generation-vii,True,Base,False,1,1,black,45,55,8880,217,1958,570,223,101,53,97,53,43
necrozma,800,psychic,,False,generation-vii,True,Base,False,1,1,black,255,24,2300,94,507,600,97,107,101,127,89,79
